Year,LocationAbbr,LocationDesc,Intervention Area,Funding Type1,Funding Type2,Amount,Data_Value_Unit,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,DisplayOrder
2014,AR,Arkansas,Total Program Costs,Per Capita,Minimum,8.77,$,"AR
(34.748650124, -92.274490743)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,MA,Massachusetts,State and Community Interventions,Total (Millions),Recommended,21.2,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,CA,California,Cessation Interventions,Per Capita,Recommended,2.67,$,"CA
(37.638640123, -120.999999538)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,SD,South Dakota,State and Community Interventions,Per Capita,Minimum,4.2,$,"SD
(44.353130053, -100.373530637)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,CT,Connecticut,State and Community Interventions,Per Capita,Recommended,3.18,$,"CT
(41.56266102, -72.649840952)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,RI,Rhode Island,Surveillance and Evaluation,Total (Millions),Minimum,0.8,$,"RI
(41.708280193, -71.522470314)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,TX,Texas,Cessation Interventions,Per Capita,Recommended,3.71,$,"TX
(31.827240407, -99.426770206)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,VA,Virginia,Total Program Costs,Total (Millions),Recommended,91.6,$,"VA
(37.542680674, -78.457890463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,HI,Hawaii,Cessation Interventions,Per Capita,Recommended,3.38,$,"HI
(21.304850435, -157.857749403)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,DC,District of Columbia,Cessation Interventions,Total (Millions),Minimum,2,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,MA,Massachusetts,Total Program Costs,Per Capita,Recommended,10.08,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,RI,Rhode Island,Cessation Interventions,Per Capita,Minimum,2.67,$,"RI
(41.708280193, -71.522470314)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,MO,Missouri,Mass-Reach Health Communication Interventions,Total (Millions),Minimum,7.5,$,"MO
(38.635790776, -92.566300053)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,DC,District of Columbia,State and Community Interventions,Per Capita,Recommended,6.64,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,AL,Alabama,Total Program Costs,Per Capita,Recommended,11.58,$,"AL
(32.840571122, -86.631860762)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,NJ,New Jersey,"Infrastructure, Administration, and Management",Total (Millions),Minimum,3.2,$,"NJ
(40.130570048, -74.273691288)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,MN,Minnesota,"Infrastructure, Administration, and Management",Total (Millions),Recommended,2.3,$,"MN
(46.355648736, -94.794200503)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,DE,Delaware,"Infrastructure, Administration, and Management",Total (Millions),Recommended,0.6,$,"DE
(39.008830667, -75.577741168)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,NJ,New Jersey,State and Community Interventions,Total (Millions),Minimum,23.4,$,"NJ
(40.130570048, -74.273691288)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,WA,Washington,Cessation Interventions,Total (Millions),Recommended,25.7,$,"WA
(47.522278629, -120.47001079)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,AL,Alabama,Surveillance and Evaluation,Total (Millions),Minimum,3.4,$,"AL
(32.840571122, -86.631860762)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,ME,Maine,Surveillance and Evaluation,Total (Millions),Minimum,1,$,"ME
(45.254228894001, -68.985031336)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,RI,Rhode Island,Cessation Interventions,Total (Millions),Minimum,2.8,$,"RI
(41.708280193, -71.522470314)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,KY,Kentucky,State and Community Interventions,Total (Millions),Recommended,19,$,"KY
(37.645970271, -84.774971048)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,NV,Nevada,Total Program Costs,Per Capita,Recommended,10.88,$,"NV
(39.49324039, -117.071840564)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,MN,Minnesota,Total Program Costs,Total (Millions),Recommended,52.9,$,"MN
(46.355648736, -94.794200503)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,NC,North Carolina,"Infrastructure, Administration, and Management",Total (Millions),Minimum,3,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,MT,Montana,Mass-Reach Health Communication Interventions,Per Capita,Minimum,2.19,$,"MT
(47.066528972, -109.424420645)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,DE,Delaware,Surveillance and Evaluation,Per Capita,Minimum,0.88,$,"DE
(39.008830667, -75.577741168)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,MT,Montana,Cessation Interventions,Per Capita,Minimum,2.89,$,"MT
(47.066528972, -109.424420645)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,FL,Florida,Cessation Interventions,Total (Millions),Recommended,75.5,$,"FL
(28.932040377, -81.928960539)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,NM,New Mexico,Total Program Costs,Per Capita,Minimum,7.83,$,"NM
(34.520880952, -106.240580985)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,OR,Oregon,State and Community Interventions,Per Capita,Minimum,2.64,$,"OR
(44.567449424, -120.155031326)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,CT,Connecticut,Total Program Costs,Per Capita,Recommended,8.92,$,"CT
(41.56266102, -72.649840952)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,AR,Arkansas,Surveillance and Evaluation,Per Capita,Minimum,0.76,$,"AR
(34.748650124, -92.274490743)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,WA,Washington,Total Program Costs,Total (Millions),Minimum,44.5,$,"WA
(47.522278629, -120.47001079)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,CA,California,Total Program Costs,Total (Millions),Recommended,347.9,$,"CA
(37.638640123, -120.999999538)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,KY,Kentucky,Cessation Interventions,Total (Millions),Recommended,26.5,$,"KY
(37.645970271, -84.774971048)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,SD,South Dakota,Mass-Reach Health Communication Interventions,Total (Millions),Recommended,1.7,$,"SD
(44.353130053, -100.373530637)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,OH,Ohio,Surveillance and Evaluation,Total (Millions),Recommended,11.5,$,"OH
(40.060210141, -82.404260056)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,SC,South Carolina,Cessation Interventions,Per Capita,Recommended,4.87,$,"SC
(33.998821303, -81.045371207)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,ME,Maine,"Infrastructure, Administration, and Management",Total (Millions),Recommended,0.7,$,"ME
(45.254228894001, -68.985031336)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,DC,District of Columbia,Cessation Interventions,Per Capita,Minimum,3.16,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,WV,West Virginia,Total Program Costs,Total (Millions),Minimum,19.2,$,"WV
(38.665510202, -80.712640135)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,IA,Iowa,Total Program Costs,Per Capita,Minimum,6.91,$,"IA
(42.469400913, -93.816490556)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,SC,South Carolina,Surveillance and Evaluation,Per Capita,Recommended,0.94,$,"SC
(33.998821303, -81.045371207)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,NM,New Mexico,Cessation Interventions,Per Capita,Recommended,4.17,$,"NM
(34.520880952, -106.240580985)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,WV,West Virginia,Total Program Costs,Total (Millions),Recommended,27.4,$,"WV
(38.665510202, -80.712640135)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,VT,Vermont,State and Community Interventions,Per Capita,Recommended,4.95,$,"VT
(43.625381239, -72.517640791)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,PA,Pennsylvania,State and Community Interventions,Per Capita,Minimum,2.56,$,"PA
(40.793730152, -77.860700294)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,KY,Kentucky,"Infrastructure, Administration, and Management",Total (Millions),Minimum,1.7,$,"KY
(37.645970271, -84.774971048)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,FL,Florida,Total Program Costs,Total (Millions),Minimum,135.5,$,"FL
(28.932040377, -81.928960539)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,AZ,Arizona,Mass-Reach Health Communication Interventions,Per Capita,Recommended,1.74,$,"AZ
(34.86597028, -111.763811277)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,HI,Hawaii,State and Community Interventions,Per Capita,Recommended,4.02,$,"HI
(21.304850435, -157.857749403)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,KS,Kansas,State and Community Interventions,Per Capita,Recommended,3.64,$,"KS
(38.3477403, -98.200781227)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,NC,North Carolina,Mass-Reach Health Communication Interventions,Per Capita,Minimum,0.7,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,MT,Montana,Total Program Costs,Per Capita,Recommended,14.52,$,"MT
(47.066528972, -109.424420645)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,NY,New York,Total Program Costs,Total (Millions),Recommended,203,$,"NY
(42.827001032, -75.543970427)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,OH,Ohio,State and Community Interventions,Per Capita,Minimum,2.97,$,"OH
(40.060210141, -82.404260056)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,MI,Michigan,Cessation Interventions,Total (Millions),Recommended,49.4,$,"MI
(44.661319543001, -84.71439027)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,AK,Alaska,Mass-Reach Health Communication Interventions,Total (Millions),Recommended,1.4,$,"AK
(64.845079957001, -147.722059036)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,AL,Alabama,State and Community Interventions,Total (Millions),Recommended,18,$,"AL
(32.840571122, -86.631860762)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,NC,North Carolina,Mass-Reach Health Communication Interventions,Total (Millions),Recommended,9.8,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,OR,Oregon,Surveillance and Evaluation,Per Capita,Minimum,0.62,$,"OR
(44.567449424, -120.155031326)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,NH,New Hampshire,Total Program Costs,Per Capita,Recommended,12.54,$,"NH
(43.655950113, -71.50036092)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,WA,Washington,Cessation Interventions,Per Capita,Recommended,3.73,$,"WA
(47.522278629, -120.47001079)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,GA,Georgia,State and Community Interventions,Per Capita,Recommended,3.53,$,"GA
(32.839681093, -83.627580346)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,IN,Indiana,"Infrastructure, Administration, and Management",Total (Millions),Recommended,3.2,$,"IN
(39.766910452, -86.149960194)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,OR,Oregon,Surveillance and Evaluation,Total (Millions),Minimum,2.4,$,"OR
(44.567449424, -120.155031326)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,WY,Wyoming,Total Program Costs,Total (Millions),Minimum,6.2,$,"WY
(43.235541343, -108.109830353)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,MA,Massachusetts,Cessation Interventions,Per Capita,Recommended,3.64,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,ND,North Dakota,"Infrastructure, Administration, and Management",Total (Millions),Recommended,0.4,$,"ND
(47.475319779, -100.118421049)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,AZ,Arizona,"Infrastructure, Administration, and Management",Total (Millions),Minimum,2,$,"AZ
(34.86597028, -111.763811277)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,NJ,New Jersey,Surveillance and Evaluation,Total (Millions),Recommended,9,$,"NJ
(40.130570048, -74.273691288)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,ID,Idaho,"Infrastructure, Administration, and Management",Total (Millions),Recommended,0.7,$,"ID
(43.682630005, -114.363730042)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,MN,Minnesota,Surveillance and Evaluation,Total (Millions),Recommended,4.6,$,"MN
(46.355648736, -94.794200503)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,US,United States,Mass-Reach Health Communication Interventions,Per Capita,Minimum,1.18,$,,Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,HI,Hawaii,Surveillance and Evaluation,Total (Millions),Minimum,0.9,$,"HI
(21.304850435, -157.857749403)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,MT,Montana,Cessation Interventions,Per Capita,Recommended,4.58,$,"MT
(47.066528972, -109.424420645)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,NE,Nebraska,Total Program Costs,Total (Millions),Minimum,14.7,$,"NE
(41.641040988001, -99.365720623)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,KY,Kentucky,Mass-Reach Health Communication Interventions,Per Capita,Recommended,0.8,$,"KY
(37.645970271, -84.774971048)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,IL,Illinois,Cessation Interventions,Per Capita,Recommended,3.95,$,"IL
(40.485010283, -88.997710178)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,WI,Wisconsin,Surveillance and Evaluation,Per Capita,Recommended,0.87,$,"WI
(44.393191174, -89.816370742)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,RI,Rhode Island,State and Community Interventions,Total (Millions),Recommended,4.7,$,"RI
(41.708280193, -71.522470314)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,MS,Mississippi,State and Community Interventions,Total (Millions),Recommended,12.5,$,"MS
(32.745510099, -89.538030825)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,MO,Missouri,Mass-Reach Health Communication Interventions,Per Capita,Minimum,1.25,$,"MO
(38.635790776, -92.566300053)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,MA,Massachusetts,State and Community Interventions,Per Capita,Recommended,3.19,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,LA,Louisiana,Surveillance and Evaluation,Per Capita,Minimum,0.79,$,"LA
(31.312660644, -92.445680071)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,SC,South Carolina,Cessation Interventions,Total (Millions),Minimum,14.3,$,"SC
(33.998821303, -81.045371207)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,IL,Illinois,"Infrastructure, Administration, and Management",Total (Millions),Minimum,4.2,$,"IL
(40.485010283, -88.997710178)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,UT,Utah,State and Community Interventions,Total (Millions),Recommended,7.3,$,"UT
(39.360700171, -111.587130635)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,NC,North Carolina,Total Program Costs,Per Capita,Recommended,10.18,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,DE,Delaware,"Infrastructure, Administration, and Management",Per Capita,Recommended,0.62,$,"DE
(39.008830667, -75.577741168)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,RI,Rhode Island,State and Community Interventions,Per Capita,Recommended,4.47,$,"RI
(41.708280193, -71.522470314)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,NM,New Mexico,"Infrastructure, Administration, and Management",Per Capita,Minimum,0.34,$,"NM
(34.520880952, -106.240580985)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,DC,District of Columbia,"Infrastructure, Administration, and Management",Per Capita,Recommended,0.74,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,US,United States,Total Program Costs,Total (Millions),Minimum,2325.3,$,,Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,MT,Montana,"Infrastructure, Administration, and Management",Total (Millions),Recommended,0.6,$,"MT
(47.066528972, -109.424420645)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,SD,South Dakota,Surveillance and Evaluation,Total (Millions),Minimum,0.7,$,"SD
(44.353130053, -100.373530637)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,AR,Arkansas,Total Program Costs,Total (Millions),Minimum,25.9,$,"AR
(34.748650124, -92.274490743)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA006,06
2014,NE,Nebraska,Surveillance and Evaluation,Total (Millions),Minimum,1.3,$,"NE
(41.641040988001, -99.365720623)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,AR,Arkansas,Mass-Reach Health Communication Interventions,Per Capita,Minimum,0.85,$,"AR
(34.748650124, -92.274490743)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,AL,Alabama,State and Community Interventions,Total (Millions),Minimum,14.4,$,"AL
(32.840571122, -86.631860762)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,WV,West Virginia,Cessation Interventions,Total (Millions),Recommended,11.7,$,"WV
(38.665510202, -80.712640135)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,OK,Oklahoma,"Infrastructure, Administration, and Management",Total (Millions),Recommended,1.8,$,"OK
(35.472031356, -97.521070214)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,VT,Vermont,"Infrastructure, Administration, and Management",Total (Millions),Recommended,0.4,$,"VT
(43.625381239, -72.517640791)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA002,02
2014,OH,Ohio,Mass-Reach Health Communication Interventions,Total (Millions),Minimum,10,$,"OH
(40.060210141, -82.404260056)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,NH,New Hampshire,Surveillance and Evaluation,Total (Millions),Minimum,1,$,"NH
(43.655950113, -71.50036092)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA005,05
2014,FL,Florida,Cessation Interventions,Total (Millions),Minimum,47,$,"FL
(28.932040377, -81.928960539)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA001,01
2014,RI,Rhode Island,Mass-Reach Health Communication Interventions,Per Capita,Recommended,2,$,"RI
(41.708280193, -71.522470314)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,IL,Illinois,Mass-Reach Health Communication Interventions,Total (Millions),Minimum,15.9,$,"IL
(40.485010283, -88.997710178)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
2014,NH,New Hampshire,State and Community Interventions,Per Capita,Minimum,3.03,$,"NH
(43.655950113, -71.50036092)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA004,04
2014,PA,Pennsylvania,Mass-Reach Health Communication Interventions,Per Capita,Recommended,1.67,$,"PA
(40.793730152, -77.860700294)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2014.,FND,400FND,402CDT2,INTA003,03
